Notes,Infant Birth Weight 12,Infant Birth Weight 12 Code,County of Residence,County of Residence Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Year,Year Code,Births,Average Birth Weight (grams)
,2500 - 2999 grams,6,"Hillsborough County, NH",33011,Hispanic or Latino,2135-2,2019,2019,96,2787.02
,2500 - 2999 grams,6,"Hillsborough County, NH",33011,Not Hispanic or Latino,2186-5,2019,2019,573,2787.59
,2500 - 2999 grams,6,"Merrimack County, NH",33013,Not Hispanic or Latino,2186-5,2019,2019,184,2810.36
,2500 - 2999 grams,6,"Rockingham County, NH",33015,Hispanic or Latino,2135-2,2019,2019,17,2871.94
,2500 - 2999 grams,6,"Rockingham County, NH",33015,Not Hispanic or Latino,2186-5,2019,2019,360,2796.31
,2500 - 2999 grams,6,"Strafford County, NH",33017,Hispanic or Latino,2135-2,2019,2019,12,2828.75
,2500 - 2999 grams,6,"Strafford County, NH",33017,Not Hispanic or Latino,2186-5,2019,2019,177,2788.47
,2500 - 2999 grams,6,"Unidentified Counties, NH",33999,Hispanic or Latino,2135-2,2019,2019,15,2813.6
,2500 - 2999 grams,6,"Unidentified Counties, NH",33999,Not Hispanic or Latino,2186-5,2019,2019,429,2791.74
,2500 - 2999 grams,6,"Atlantic County, NJ",34001,Hispanic or Latino,2135-2,2019,2019,189,2794.66
,2500 - 2999 grams,6,"Atlantic County, NJ",34001,Not Hispanic or Latino,2186-5,2019,2019,364,2795.4
,2500 - 2999 grams,6,"Bergen County, NJ",34003,Hispanic or Latino,2135-2,2019,2019,471,2792.63
,2500 - 2999 grams,6,"Bergen County, NJ",34003,Not Hispanic or Latino,2186-5,2019,2019,1208,2800.34
,2500 - 2999 grams,6,"Bergen County, NJ",34003,Unknown or Not Stated,9,2019,2019,13,2794.69
,2500 - 2999 grams,6,"Burlington County, NJ",34005,Hispanic or Latino,2135-2,2019,2019,89,2786.02
,2500 - 2999 grams,6,"Burlington County, NJ",34005,Not Hispanic or Latino,2186-5,2019,2019,645,2790.03
,2500 - 2999 grams,6,"Camden County, NJ",34007,Hispanic or Latino,2135-2,2019,2019,262,2782.93
,2500 - 2999 grams,6,"Camden County, NJ",34007,Not Hispanic or Latino,2186-5,2019,2019,853,2796.05
,2500 - 2999 grams,6,"Camden County, NJ",34007,Unknown or Not Stated,9,2019,2019,19,2769.58
,2500 - 2999 grams,6,"Cumberland County, NJ",34011,Hispanic or Latino,2135-2,2019,2019,191,2798.52
,2500 - 2999 grams,6,"Cumberland County, NJ",34011,Not Hispanic or Latino,2186-5,2019,2019,203,2792.74
,2500 - 2999 grams,6,"Essex County, NJ",34013,Hispanic or Latino,2135-2,2019,2019,562,2805.43
,2500 - 2999 grams,6,"Essex County, NJ",34013,Not Hispanic or Latino,2186-5,2019,2019,1400,2797.69
,2500 - 2999 grams,6,"Essex County, NJ",34013,Unknown or Not Stated,9,2019,2019,33,2828.91
,2500 - 2999 grams,6,"Gloucester County, NJ",34015,Hispanic or Latino,2135-2,2019,2019,44,2804.23
,2500 - 2999 grams,6,"Gloucester County, NJ",34015,Not Hispanic or Latino,2186-5,2019,2019,404,2787.1
,2500 - 2999 grams,6,"Gloucester County, NJ",34015,Unknown or Not Stated,9,2019,2019,10,2798.9
,2500 - 2999 grams,6,"Hudson County, NJ",34017,Hispanic or Latino,2135-2,2019,2019,684,2798.58
,2500 - 2999 grams,6,"Hudson County, NJ",34017,Not Hispanic or Latino,2186-5,2019,2019,1426,2801.57
,2500 - 2999 grams,6,"Hudson County, NJ",34017,Unknown or Not Stated,9,2019,2019,26,2732.46
,2500 - 2999 grams,6,"Hunterdon County, NJ",34019,Hispanic or Latino,2135-2,2019,2019,21,2877
,2500 - 2999 grams,6,"Hunterdon County, NJ",34019,Not Hispanic or Latino,2186-5,2019,2019,124,2794.99
,2500 - 2999 grams,6,"Mercer County, NJ",34021,Hispanic or Latino,2135-2,2019,2019,255,2802.47
,2500 - 2999 grams,6,"Mercer County, NJ",34021,Not Hispanic or Latino,2186-5,2019,2019,565,2793.62
,2500 - 2999 grams,6,"Middlesex County, NJ",34023,Hispanic or Latino,2135-2,2019,2019,489,2813.52
,2500 - 2999 grams,6,"Middlesex County, NJ",34023,Not Hispanic or Latino,2186-5,2019,2019,1246,2800.02
,2500 - 2999 grams,6,"Middlesex County, NJ",34023,Unknown or Not Stated,9,2019,2019,23,2755.61
,2500 - 2999 grams,6,"Monmouth County, NJ",34025,Hispanic or Latino,2135-2,2019,2019,220,2795.79
,2500 - 2999 grams,6,"Monmouth County, NJ",34025,Not Hispanic or Latino,2186-5,2019,2019,759,2794.61
,2500 - 2999 grams,6,"Monmouth County, NJ",34025,Unknown or Not Stated,9,2019,2019,13,2744.62
,2500 - 2999 grams,6,"Morris County, NJ",34027,Hispanic or Latino,2135-2,2019,2019,185,2809.3
,2500 - 2999 grams,6,"Morris County, NJ",34027,Not Hispanic or Latino,2186-5,2019,2019,563,2803.52
,2500 - 2999 grams,6,"Ocean County, NJ",34029,Hispanic or Latino,2135-2,2019,2019,167,2793.24
,2500 - 2999 grams,6,"Ocean County, NJ",34029,Not Hispanic or Latino,2186-5,2019,2019,1281,2804.77
,2500 - 2999 grams,6,"Ocean County, NJ",34029,Unknown or Not Stated,9,2019,2019,18,2838.83
,2500 - 2999 grams,6,"Passaic County, NJ",34031,Hispanic or Latino,2135-2,2019,2019,691,2795.14
,2500 - 2999 grams,6,"Passaic County, NJ",34031,Not Hispanic or Latino,2186-5,2019,2019,613,2801.63
,2500 - 2999 grams,6,"Passaic County, NJ",34031,Unknown or Not Stated,9,2019,2019,18,2788.28
,2500 - 2999 grams,6,"Somerset County, NJ",34035,Hispanic or Latino,2135-2,2019,2019,119,2802.6
,2500 - 2999 grams,6,"Somerset County, NJ",34035,Not Hispanic or Latino,2186-5,2019,2019,443,2791.61
,2500 - 2999 grams,6,"Sussex County, NJ",34037,Hispanic or Latino,2135-2,2019,2019,18,2857.11
,2500 - 2999 grams,6,"Sussex County, NJ",34037,Not Hispanic or Latino,2186-5,2019,2019,191,2805.46
,2500 - 2999 grams,6,"Union County, NJ",34039,Hispanic or Latino,2135-2,2019,2019,547,2809.08
,2500 - 2999 grams,6,"Union County, NJ",34039,Not Hispanic or Latino,2186-5,2019,2019,708,2808.48
,2500 - 2999 grams,6,"Union County, NJ",34039,Unknown or Not Stated,9,2019,2019,18,2803.28
,2500 - 2999 grams,6,"Warren County, NJ",34041,Hispanic or Latino,2135-2,2019,2019,27,2798.52
,2500 - 2999 grams,6,"Warren County, NJ",34041,Not Hispanic or Latino,2186-5,2019,2019,134,2788.45
,2500 - 2999 grams,6,"Unidentified Counties, NJ",34999,Hispanic or Latino,2135-2,2019,2019,58,2806.95
,2500 - 2999 grams,6,"Unidentified Counties, NJ",34999,Not Hispanic or Latino,2186-5,2019,2019,211,2792.01
,2500 - 2999 grams,6,"Bernalillo County, NM",35001,Hispanic or Latino,2135-2,2019,2019,953,2792.33
,2500 - 2999 grams,6,"Bernalillo County, NM",35001,Not Hispanic or Latino,2186-5,2019,2019,689,2793.69
,2500 - 2999 grams,6,"Bernalillo County, NM",35001,Unknown or Not Stated,9,2019,2019,10,2810.6
,2500 - 2999 grams,6,"Dona Ana County, NM",35013,Hispanic or Latino,2135-2,2019,2019,447,2790.91
,2500 - 2999 grams,6,"Dona Ana County, NM",35013,Not Hispanic or Latino,2186-5,2019,2019,144,2794.65
,2500 - 2999 grams,6,"Sandoval County, NM",35043,Hispanic or Latino,2135-2,2019,2019,149,2791.68
,2500 - 2999 grams,6,"Sandoval County, NM",35043,Not Hispanic or Latino,2186-5,2019,2019,158,2783.25
,2500 - 2999 grams,6,"San Juan County, NM",35045,Hispanic or Latino,2135-2,2019,2019,59,2799.88
,2500 - 2999 grams,6,"San Juan County, NM",35045,Not Hispanic or Latino,2186-5,2019,2019,238,2813.44
,2500 - 2999 grams,6,"Santa Fe County, NM",35049,Hispanic or Latino,2135-2,2019,2019,219,2791.72
,2500 - 2999 grams,6,"Santa Fe County, NM",35049,Not Hispanic or Latino,2186-5,2019,2019,83,2763.2
,2500 - 2999 grams,6,"Unidentified Counties, NM",35999,Hispanic or Latino,2135-2,2019,2019,1277,2795.48
,2500 - 2999 grams,6,"Unidentified Counties, NM",35999,Not Hispanic or Latino,2186-5,2019,2019,966,2787.54
,2500 - 2999 grams,6,"Albany County, NY",36001,Hispanic or Latino,2135-2,2019,2019,53,2803.13
,2500 - 2999 grams,6,"Albany County, NY",36001,Not Hispanic or Latino,2186-5,2019,2019,439,2791.31
,2500 - 2999 grams,6,"Bronx County, NY",36005,Hispanic or Latino,2135-2,2019,2019,2277,2803.73
,2500 - 2999 grams,6,"Bronx County, NY",36005,Not Hispanic or Latino,2186-5,2019,2019,1974,2785.31
,2500 - 2999 grams,6,"Bronx County, NY",36005,Unknown or Not Stated,9,2019,2019,22,2792.73
,2500 - 2999 grams,6,"Broome County, NY",36007,Hispanic or Latino,2135-2,2019,2019,27,2842.89
,2500 - 2999 grams,6,"Broome County, NY",36007,Not Hispanic or Latino,2186-5,2019,2019,333,2794.78
,2500 - 2999 grams,6,"Chautauqua County, NY",36013,Hispanic or Latino,2135-2,2019,2019,46,2847.24
,2500 - 2999 grams,6,"Chautauqua County, NY",36013,Not Hispanic or Latino,2186-5,2019,2019,176,2786.36
,2500 - 2999 grams,6,"Dutchess County, NY",36027,Hispanic or Latino,2135-2,2019,2019,95,2796.46
,2500 - 2999 grams,6,"Dutchess County, NY",36027,Not Hispanic or Latino,2186-5,2019,2019,340,2787.59
,2500 - 2999 grams,6,"Erie County, NY",36029,Hispanic or Latino,2135-2,2019,2019,170,2786.54
,2500 - 2999 grams,6,"Erie County, NY",36029,Not Hispanic or Latino,2186-5,2019,2019,1593,2793.79
,2500 - 2999 grams,6,"Jefferson County, NY",36045,Hispanic or Latino,2135-2,2019,2019,45,2834.33
,2500 - 2999 grams,6,"Jefferson County, NY",36045,Not Hispanic or Latino,2186-5,2019,2019,257,2794.6
,2500 - 2999 grams,6,"Kings County, NY",36047,Hispanic or Latino,2135-2,2019,2019,1229,2801.32
,2500 - 2999 grams,6,"Kings County, NY",36047,Not Hispanic or Latino,2186-5,2019,2019,6091,2799.23
,2500 - 2999 grams,6,"Kings County, NY",36047,Unknown or Not Stated,9,2019,2019,159,2793.91
,2500 - 2999 grams,6,"Monroe County, NY",36055,Hispanic or Latino,2135-2,2019,2019,226,2782.69
,2500 - 2999 grams,6,"Monroe County, NY",36055,Not Hispanic or Latino,2186-5,2019,2019,1269,2798.77
,2500 - 2999 grams,6,"Nassau County, NY",36059,Hispanic or Latino,2135-2,2019,2019,709,2801.37
,2500 - 2999 grams,6,"Nassau County, NY",36059,Not Hispanic or Latino,2186-5,2019,2019,1943,2796.91
,2500 - 2999 grams,6,"New York County, NY",36061,Hispanic or Latino,2135-2,2019,2019,789,2795.49
,2500 - 2999 grams,6,"New York County, NY",36061,Not Hispanic or Latino,2186-5,2019,2019,2556,2798.14
,2500 - 2999 grams,6,"New York County, NY",36061,Unknown or Not Stated,9,2019,2019,70,2816.87
,2500 - 2999 grams,6,"Niagara County, NY",36063,Hispanic or Latino,2135-2,2019,2019,19,2811.53
,2500 - 2999 grams,6,"Niagara County, NY",36063,Not Hispanic or Latino,2186-5,2019,2019,359,2796.94
,2500 - 2999 grams,6,"Oneida County, NY",36065,Hispanic or Latino,2135-2,2019,2019,51,2796.25
,2500 - 2999 grams,6,"Oneida County, NY",36065,Not Hispanic or Latino,2186-5,2019,2019,375,2804.08
,2500 - 2999 grams,6,"Onondaga County, NY",36067,Hispanic or Latino,2135-2,2019,2019,77,2811.22
,2500 - 2999 grams,6,"Onondaga County, NY",36067,Not Hispanic or Latino,2186-5,2019,2019,790,2800.3
,2500 - 2999 grams,6,"Ontario County, NY",36069,Hispanic or Latino,2135-2,2019,2019,20,2778.4
,2500 - 2999 grams,6,"Ontario County, NY",36069,Not Hispanic or Latino,2186-5,2019,2019,129,2801.65
,2500 - 2999 grams,6,"Orange County, NY",36071,Hispanic or Latino,2135-2,2019,2019,206,2798.58
,2500 - 2999 grams,6,"Orange County, NY",36071,Not Hispanic or Latino,2186-5,2019,2019,642,2804.89
,2500 - 2999 grams,6,"Oswego County, NY",36075,Not Hispanic or Latino,2186-5,2019,2019,197,2812.93
,2500 - 2999 grams,6,"Queens County, NY",36081,Hispanic or Latino,2135-2,2019,2019,1571,2801.5
,2500 - 2999 grams,6,"Queens County, NY",36081,Not Hispanic or Latino,2186-5,2019,2019,4272,2794.43
,2500 - 2999 grams,6,"Queens County, NY",36081,Unknown or Not Stated,9,2019,2019,29,2802.79
,2500 - 2999 grams,6,"Rensselaer County, NY",36083,Hispanic or Latino,2135-2,2019,2019,25,2807.48
,2500 - 2999 grams,6,"Rensselaer County, NY",36083,Not Hispanic or Latino,2186-5,2019,2019,240,2789.09
,2500 - 2999 grams,6,"Richmond County, NY",36085,Hispanic or Latino,2135-2,2019,2019,273,2793.45
,2500 - 2999 grams,6,"Richmond County, NY",36085,Not Hispanic or Latino,2186-5,2019,2019,786,2795.24
,2500 - 2999 grams,6,"Rockland County, NY",36087,Hispanic or Latino,2135-2,2019,2019,180,2798.71
,2500 - 2999 grams,6,"Rockland County, NY",36087,Not Hispanic or Latino,2186-5,2019,2019,785,2812.96
,2500 - 2999 grams,6,"St. Lawrence County, NY",36089,Not Hispanic or Latino,2186-5,2019,2019,157,2808.89
,2500 - 2999 grams,6,"Saratoga County, NY",36091,Hispanic or Latino,2135-2,2019,2019,13,2795.54
,2500 - 2999 grams,6,"Saratoga County, NY",36091,Not Hispanic or Latino,2186-5,2019,2019,292,2798.23
,2500 - 2999 grams,6,"Schenectady County, NY",36093,Hispanic or Latino,2135-2,2019,2019,38,2802
,2500 - 2999 grams,6,"Schenectady County, NY",36093,Not Hispanic or Latino,2186-5,2019,2019,341,2795.53
,2500 - 2999 grams,6,"Suffolk County, NY",36103,Hispanic or Latino,2135-2,2019,2019,958,2793.66
,2500 - 2999 grams,6,"Suffolk County, NY",36103,Not Hispanic or Latino,2186-5,2019,2019,1841,2799.3
,2500 - 2999 grams,6,"Tompkins County, NY",36109,Not Hispanic or Latino,2186-5,2019,2019,107,2813.56
,2500 - 2999 grams,6,"Ulster County, NY",36111,Hispanic or Latino,2135-2,2019,2019,33,2803.85
,2500 - 2999 grams,6,"Ulster County, NY",36111,Not Hispanic or Latino,2186-5,2019,2019,211,2800.15
,2500 - 2999 grams,6,"Westchester County, NY",36119,Hispanic or Latino,2135-2,2019,2019,722,2793.15
,2500 - 2999 grams,6,"Westchester County, NY",36119,Not Hispanic or Latino,2186-5,2019,2019,1226,2800.06
,2500 - 2999 grams,6,"Unidentified Counties, NY",36999,Hispanic or Latino,2135-2,2019,2019,238,2804.38
,2500 - 2999 grams,6,"Unidentified Counties, NY",36999,Not Hispanic or Latino,2186-5,2019,2019,2568,2802.27
,2500 - 2999 grams,6,"Alamance County, NC",37001,Hispanic or Latino,2135-2,2019,2019,75,2809.43
,2500 - 2999 grams,6,"Alamance County, NC",37001,Not Hispanic or Latino,2186-5,2019,2019,305,2800.5
,2500 - 2999 grams,6,"Brunswick County, NC",37019,Hispanic or Latino,2135-2,2019,2019,22,2769.32
,2500 - 2999 grams,6,"Brunswick County, NC",37019,Not Hispanic or Latino,2186-5,2019,2019,161,2820.37
,2500 - 2999 grams,6,"Buncombe County, NC",37021,Hispanic or Latino,2135-2,2019,2019,62,2806.24
,2500 - 2999 grams,6,"Buncombe County, NC",37021,Not Hispanic or Latino,2186-5,2019,2019,419,2794.96
,2500 - 2999 grams,6,"Cabarrus County, NC",37025,Hispanic or Latino,2135-2,2019,2019,77,2779.01
,2500 - 2999 grams,6,"Cabarrus County, NC",37025,Not Hispanic or Latino,2186-5,2019,2019,403,2796.32
,2500 - 2999 grams,6,"Catawba County, NC",37035,Hispanic or Latino,2135-2,2019,2019,52,2830.12
,2500 - 2999 grams,6,"Catawba County, NC",37035,Not Hispanic or Latino,2186-5,2019,2019,257,2775.8
,2500 - 2999 grams,6,"Craven County, NC",37049,Hispanic or Latino,2135-2,2019,2019,33,2800.55
,2500 - 2999 grams,6,"Craven County, NC",37049,Not Hispanic or Latino,2186-5,2019,2019,202,2806.69
,2500 - 2999 grams,6,"Cumberland County, NC",37051,Hispanic or Latino,2135-2,2019,2019,144,2793.03
,2500 - 2999 grams,6,"Cumberland County, NC",37051,Not Hispanic or Latino,2186-5,2019,2019,962,2788.26
,2500 - 2999 grams,6,"Davidson County, NC",37057,Hispanic or Latino,2135-2,2019,2019,39,2849.36
,2500 - 2999 grams,6,"Davidson County, NC",37057,Not Hispanic or Latino,2186-5,2019,2019,327,2804
,2500 - 2999 grams,6,"Durham County, NC",37063,Hispanic or Latino,2135-2,2019,2019,168,2784.36
,2500 - 2999 grams,6,"Durham County, NC",37063,Not Hispanic or Latino,2186-5,2019,2019,640,2799.5
,2500 - 2999 grams,6,"Forsyth County, NC",37067,Hispanic or Latino,2135-2,2019,2019,178,2784.74
,2500 - 2999 grams,6,"Forsyth County, NC",37067,Not Hispanic or Latino,2186-5,2019,2019,725,2784.3
,2500 - 2999 grams,6,"Gaston County, NC",37071,Hispanic or Latino,2135-2,2019,2019,73,2803.41
,2500 - 2999 grams,6,"Gaston County, NC",37071,Not Hispanic or Latino,2186-5,2019,2019,448,2790.32
,2500 - 2999 grams,6,"Guilford County, NC",37081,Hispanic or Latino,2135-2,2019,2019,152,2807.45
,2500 - 2999 grams,6,"Guilford County, NC",37081,Not Hispanic or Latino,2186-5,2019,2019,1153,2793.26
,2500 - 2999 grams,6,"Harnett County, NC",37085,Hispanic or Latino,2135-2,2019,2019,56,2776.7
,2500 - 2999 grams,6,"Harnett County, NC",37085,Not Hispanic or Latino,2186-5,2019,2019,281,2802.1
,2500 - 2999 grams,6,"Henderson County, NC",37089,Hispanic or Latino,2135-2,2019,2019,42,2783.6
,2500 - 2999 grams,6,"Henderson County, NC",37089,Not Hispanic or Latino,2186-5,2019,2019,161,2798.63
,2500 - 2999 grams,6,"Iredell County, NC",37097,Hispanic or Latino,2135-2,2019,2019,44,2791.05
,2500 - 2999 grams,6,"Iredell County, NC",37097,Not Hispanic or Latino,2186-5,2019,2019,294,2802.87
,2500 - 2999 grams,6,"Johnston County, NC",37101,Hispanic or Latino,2135-2,2019,2019,110,2788.54
,2500 - 2999 grams,6,"Johnston County, NC",37101,Not Hispanic or Latino,2186-5,2019,2019,340,2804.79
,2500 - 2999 grams,6,"Mecklenburg County, NC",37119,Hispanic or Latino,2135-2,2019,2019,597,2795.85
,2500 - 2999 grams,6,"Mecklenburg County, NC",37119,Not Hispanic or Latino,2186-5,2019,2019,2293,2793.43
,2500 - 2999 grams,6,"New Hanover County, NC",37129,Hispanic or Latino,2135-2,2019,2019,45,2769.69
,2500 - 2999 grams,6,"New Hanover County, NC",37129,Not Hispanic or Latino,2186-5,2019,2019,364,2785.38
,2500 - 2999 grams,6,"Onslow County, NC",37133,Hispanic or Latino,2135-2,2019,2019,125,2816.52
,2500 - 2999 grams,6,"Onslow County, NC",37133,Not Hispanic or Latino,2186-5,2019,2019,497,2800.73
,2500 - 2999 grams,6,"Orange County, NC",37135,Hispanic or Latino,2135-2,2019,2019,34,2797.5
,2500 - 2999 grams,6,"Orange County, NC",37135,Not Hispanic or Latino,2186-5,2019,2019,161,2805.32
,2500 - 2999 grams,6,"Pitt County, NC",37147,Hispanic or Latino,2135-2,2019,2019,38,2734.26
,2500 - 2999 grams,6,"Pitt County, NC",37147,Not Hispanic or Latino,2186-5,2019,2019,416,2784.79
,2500 - 2999 grams,6,"Randolph County, NC",37151,Hispanic or Latino,2135-2,2019,2019,38,2805.05
,2500 - 2999 grams,6,"Randolph County, NC",37151,Not Hispanic or Latino,2186-5,2019,2019,211,2787.64
,2500 - 2999 grams,6,"Robeson County, NC",37155,Hispanic or Latino,2135-2,2019,2019,52,2797.35
,2500 - 2999 grams,6,"Robeson County, NC",37155,Not Hispanic or Latino,2186-5,2019,2019,311,2783.39
,2500 - 2999 grams,6,"Rowan County, NC",37159,Hispanic or Latino,2135-2,2019,2019,50,2775.78
,2500 - 2999 grams,6,"Rowan County, NC",37159,Not Hispanic or Latino,2186-5,2019,2019,267,2782.46
,2500 - 2999 grams,6,"Union County, NC",37179,Hispanic or Latino,2135-2,2019,2019,82,2808.44
,2500 - 2999 grams,6,"Union County, NC",37179,Not Hispanic or Latino,2186-5,2019,2019,335,2795.5
,2500 - 2999 grams,6,"Wake County, NC",37183,Hispanic or Latino,2135-2,2019,2019,381,2792.55
,2500 - 2999 grams,6,"Wake County, NC",37183,Not Hispanic or Latino,2186-5,2019,2019,1926,2797.2
,2500 - 2999 grams,6,"Wayne County, NC",37191,Hispanic or Latino,2135-2,2019,2019,47,2792.77
,2500 - 2999 grams,6,"Wayne County, NC",37191,Not Hispanic or Latino,2186-5,2019,2019,241,2799.8
,2500 - 2999 grams,6,"Unidentified Counties, NC",37999,Hispanic or Latino,2135-2,2019,2019,721,2799.15
,2500 - 2999 grams,6,"Unidentified Counties, NC",37999,Not Hispanic or Latino,2186-5,2019,2019,5527,2790.91
,2500 - 2999 grams,6,"Cass County, ND",38017,Hispanic or Latino,2135-2,2019,2019,22,2813.27
,2500 - 2999 grams,6,"Cass County, ND",38017,Not Hispanic or Latino,2186-5,2019,2019,376,2794.96
,2500 - 2999 grams,6,"Cass County, ND",38017,Unknown or Not Stated,9,2019,2019,10,2859.4
,2500 - 2999 grams,6,"Unidentified Counties, ND",38999,Hispanic or Latino,2135-2,2019,2019,102,2800.22
,2500 - 2999 grams,6,"Unidentified Counties, ND",38999,Not Hispanic or Latino,2186-5,2019,2019,1103,2797.51
,2500 - 2999 grams,6,"Unidentified Counties, ND",38999,Unknown or Not Stated,9,2019,2019,23,2846.13
,2500 - 2999 grams,6,"Allen County, OH",39003,Hispanic or Latino,2135-2,2019,2019,16,2765.06
,2500 - 2999 grams,6,"Allen County, OH",39003,Not Hispanic or Latino,2186-5,2019,2019,258,2798.34
,2500 - 2999 grams,6,"Ashtabula County, OH",39007,Hispanic or Latino,2135-2,2019,2019,12,2745.17
,2500 - 2999 grams,6,"Ashtabula County, OH",39007,Not Hispanic or Latino,2186-5,2019,2019,192,2801.46
,2500 - 2999 grams,6,"Butler County, OH",39017,Hispanic or Latino,2135-2,2019,2019,81,2784.06
,2500 - 2999 grams,6,"Butler County, OH",39017,Not Hispanic or Latino,2186-5,2019,2019,734,2794.39
,2500 - 2999 grams,6,"Clark County, OH",39023,Hispanic or Latino,2135-2,2019,2019,17,2768.94
,2500 - 2999 grams,6,"Clark County, OH",39023,Not Hispanic or Latino,2186-5,2019,2019,280,2791.11
,2500 - 2999 grams,6,"Clermont County, OH",39025,Not Hispanic or Latino,2186-5,2019,2019,367,2795.13
,2500 - 2999 grams,6,"Columbiana County, OH",39029,Not Hispanic or Latino,2186-5,2019,2019,172,2798.05
,2500 - 2999 grams,6,"Cuyahoga County, OH",39035,Hispanic or Latino,2135-2,2019,2019,213,2795.31
,2500 - 2999 grams,6,"Cuyahoga County, OH",39035,Not Hispanic or Latino,2186-5,2019,2019,2731,2791.65
,2500 - 2999 grams,6,"Delaware County, OH",39041,Hispanic or Latino,2135-2,2019,2019,15,2792.4
,2500 - 2999 grams,6,"Delaware County, OH",39041,Not Hispanic or Latino,2186-5,2019,2019,346,2796.66
,2500 - 2999 grams,6,"Fairfield County, OH",39045,Not Hispanic or Latino,2186-5,2019,2019,275,2806.39
,2500 - 2999 grams,6,"Franklin County, OH",39049,Hispanic or Latino,2135-2,2019,2019,308,2800.65
